temperatura,data
27.562000,1441383361.059509
27.562000,1441383362.836885
27.562000,1441383364.621665
27.562000,1441383366.399351
27.562000,1441383368.177595
27.500000,1441383369.954100
27.500000,1441383371.732080
27.500000,1441383373.510714
27.562000,1441383375.288082
27.562000,1441383377.065392
27.500000,1441383378.842740
27.500000,1441383380.620085
27.500000,1441383382.403274
27.500000,1441383384.180631
27.500000,1441383385.958067
27.500000,1441383387.735315
27.437000,1441383389.512661
27.437000,1441383391.290002
27.437000,1441383393.073191
27.437000,1441383394.850564
27.437000,1441383396.629856
27.500000,1441383398.413065
27.437000,1441383400.190381
27.437000,1441383401.967755
27.500000,1441383403.745099
27.437000,1441383405.522393
27.437000,1441383407.299781
27.437000,1441383409.077139
27.437000,1441383410.857108
27.375000,1441383412.649377
27.437000,1441383414.426692
27.375000,1441383416.204032
27.437000,1441383417.981453
27.437000,1441383419.766569
27.437000,1441383421.543922
27.437000,1441383423.321280
27.437000,1441383425.098599
27.437000,1441383426.875960
27.437000,1441383428.653308
27.437000,1441383430.430630
27.437000,1441383432.208096
27.375000,1441383433.985340
27.437000,1441383435.762667
27.375000,1441383437.540026
27.437000,1441383439.317346
27.375000,1441383441.100566
27.375000,1441383442.877911
27.437000,1441383444.655238
27.437000,1441383446.441508
