temperatura,data
29.750000,1461527949.616168
29.750000,1461527950.620078
29.750000,1461527951.624057
29.750000,1461527952.627903
29.750000,1461527953.631790
29.812000,1461527954.635706
29.750000,1461527955.639610
29.750000,1461527956.643587
29.750000,1461527957.655243
29.750000,1461527958.659150
29.750000,1461527959.663047
29.750000,1461527960.666973
29.750000,1461527961.670938
29.750000,1461527962.677323
29.750000,1461527963.681225
29.750000,1461527964.684728
29.750000,1461527965.690650
29.750000,1461527966.694331
29.687000,1461527967.698954
29.750000,1461527968.706020
29.750000,1461527969.710124
29.750000,1461527970.713832
29.750000,1461527971.719713
29.750000,1461527972.723601
29.750000,1461527973.727515
29.687000,1461527974.731411
29.750000,1461527975.735314
29.687000,1461527976.739256
29.750000,1461527977.743119
29.750000,1461527978.747035
29.750000,1461527979.750970
29.687000,1461527980.754843
29.687000,1461527981.758777
29.687000,1461527982.762660
29.750000,1461527983.766592
29.750000,1461527984.770468
29.750000,1461527985.774383
29.687000,1461527986.778506
29.687000,1461527987.782387
29.687000,1461527988.786275
29.687000,1461527989.790634
29.687000,1461527990.794535
29.687000,1461527991.798469
29.687000,1461527992.802359
29.687000,1461527993.806237
29.687000,1461527994.810154
29.687000,1461527995.814570
29.687000,1461527996.817583
29.687000,1461527997.823821
29.687000,1461527998.827734
29.687000,1461527999.831641
29.687000,1461528000.835560
29.750000,1461528001.839470
29.687000,1461528002.843365
29.687000,1461528003.848001
29.687000,1461528004.856434
29.687000,1461528005.860360
29.687000,1461528006.864280
29.687000,1461528007.868142
29.687000,1461528008.872049
29.687000,1461528009.875952
29.687000,1461528010.879938
29.687000,1461528011.883756
29.687000,1461528012.887653
29.687000,1461528013.891581
29.687000,1461528014.895488
29.687000,1461528015.901346
29.687000,1461528016.907204
29.687000,1461528017.914764
29.687000,1461528018.919799
29.687000,1461528019.925675
29.687000,1461528020.931511
29.687000,1461528021.937389
29.687000,1461528022.943257
29.687000,1461528023.947972
29.687000,1461528024.953001
29.687000,1461528025.957790
29.687000,1461528026.964636
29.687000,1461528027.971393
29.687000,1461528028.976440
29.687000,1461528029.981179
29.687000,1461528030.986206
29.687000,1461528031.990115
29.687000,1461528033.001089
29.687000,1461528034.004911
29.687000,1461528035.008746
29.687000,1461528036.012611
29.687000,1461528037.016546
29.687000,1461528038.020471
29.687000,1461528039.024365
29.687000,1461528040.030908
29.687000,1461528041.036684
29.687000,1461528042.041071
29.687000,1461528043.045876
29.687000,1461528044.049757
29.687000,1461528045.053688
29.687000,1461528046.057564
29.687000,1461528047.061698
29.687000,1461528048.067350
29.687000,1461528049.071272
29.687000,1461528050.075148
29.625000,1461528051.079069
29.625000,1461528052.082970
29.687000,1461528053.086875
29.687000,1461528054.090769
29.687000,1461528055.094678
29.625000,1461528056.098581
29.687000,1461528057.102503
29.625000,1461528058.106398
29.625000,1461528059.112274
29.625000,1461528060.116168
29.625000,1461528061.120082
29.687000,1461528062.123979
29.687000,1461528063.127889
29.687000,1461528064.131776
29.687000,1461528065.135701
29.687000,1461528066.139631
29.625000,1461528067.143527
29.625000,1461528068.147442
29.687000,1461528069.151335
29.625000,1461528070.155246
29.625000,1461528071.159130
29.625000,1461528072.163016
29.625000,1461528073.167047
29.625000,1461528074.170867
29.625000,1461528075.174853
29.625000,1461528076.178675
29.687000,1461528077.186485
29.625000,1461528078.190390
29.625000,1461528079.194297
29.625000,1461528080.198190
29.687000,1461528081.202103
29.687000,1461528082.207958
29.687000,1461528083.211887
29.625000,1461528084.215784
29.625000,1461528085.219688
29.687000,1461528086.223593
29.625000,1461528087.227491
29.625000,1461528088.231396
29.625000,1461528089.235398
29.687000,1461528090.239216
29.625000,1461528091.243122
29.625000,1461528092.247030
29.625000,1461528093.250922
29.625000,1461528094.254845
29.625000,1461528095.258751
29.625000,1461528096.262645
29.625000,1461528097.284145
29.625000,1461528098.288057
29.625000,1461528099.291955
29.625000,1461528100.295856
29.625000,1461528101.299784
29.625000,1461528102.303669
29.625000,1461528103.307575
29.625000,1461528104.311471
29.625000,1461528105.315389
29.625000,1461528106.321496
29.625000,1461528107.325146
29.687000,1461528108.329054
29.625000,1461528109.332966
29.625000,1461528110.336875
29.625000,1461528111.340775
29.625000,1461528112.344678
29.625000,1461528113.348585
29.625000,1461528114.354445
29.625000,1461528115.358368
